Section,Row,Index
0120,"1.1.10 FAIR VALUE CHANGES OF THE HEDGED ITEMS IN PORTFOLIO HEDGE OF INTEREST RATE RISK
IAS 39.89A(a); IFRS 9.6.5.8; Paragraphs 5 and 6 of Article 8 ADThe information reported in this row shall correspond to row 0250 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1245
0130,"1.1.11 INVESTMENTS IN SUBSIDIARIES, JOINT VENTURES AND ASSOCIATES
IAS 1.54(e); Parts 1.21 and 2.4 of Annex V to this Implementing Regulation; points (7) and (8) of Article 4 BAD; Article 2(2) AD
The information reported in this row shall correspond to row 0260 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1246
0140,"1.1.12 (-) HAIRCUTS FOR TRADING ASSETS AT FAIR VALUE
Part 1.29 of Annex V to this Implementing Regulation
The information reported in this row shall correspond to row 0375 of template F 01.01 of Annexes III and IV to this Implementing Regulation.",1247
0150,"1.2 TOTAL FAIR-VALUED LIABILITIES  
Total of fair-valued liabilities reported in rows 0160 to 0210.
Relevant cells of rows 0150 to 0190 shall be reported in line with FINREP template F 01.02 of Annexes III and IV to this Implementing Regulation depending on the institution’s applicable standards: 
IFRS as endorsed by the Union in application of Regulation (EC) No 1606/2002 (‘EU IFRS’)
National accounting standards compatible with EU IFRS (‘National GAAP compatible IFRS’) 
or National GAAP based on BAD (FINREP ‘National GAAP based on BAD’).",1248
0160,"1.2.1 FINANCIAL LIABILITIES HELD FOR TRADING
IFRS 7.8 (e) (ii); IFRS 9.BA.6.
The information reported in this row shall correspond to row 0010 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1249
0170,"1.2.2 TRADING FINANCIAL LIABILITIES
Point (a) of Article 8(1) and paragraphs 3 and 6 of Article 8 AD
The information reported in this row shall correspond to row 0061 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1250
0180,"1.2.3 FINANCIAL LIABILITIES DESIGNATED AT FAIR VALUE THROUGH PROFIT OR LOSS
IFRS 7.8 (e)(i); IFRS 9.4.2.2; point (a) of Article 8(1) and Article 8(6) AD; IAS 39.9. 
The information reported in this row shall correspond to row 0070 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1251
0190,"1.2.4 DERIVATIVES - HEDGE ACCOUNTING
IFRS 9.6.2.1; Part 1.26 of Annex V to this Implementing Regulation; point (a) of Article 8(1), Article 8(6) and point (a) of Article 8(8) AD
The information reported in this row shall correspond to row 0150 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1252
0200,"1.2.5 FAIR VALUE CHANGES OF THE HEDGED ITEMS IN PORTFOLIO HEDGE OF INTEREST RATE RISK
IAS 39.89A(b), IFRS 9.6.5.8; Paragraphs 5 and 6 of Article 8 AD; Part 2.8 of Annex V to this Implementing Regulation
The information reported in this row shall correspond to row 0160 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1253
0210,"1.2.6 HAIRCUTS FOR TRADING LIABILITIES AT FAIR VALUE
Part 1.29 of Annex V to this Implementing Regulation
The information reported in this row shall correspond to row 0295 of template F 01.02 of Annexes III and IV to this Implementing Regulation.",1254
0010 - 0100,"CATEGORY LEVEL AVA
The category level AVAs for market price uncertainty, close-out costs, model risk, concentrated positions, future administrative costs, early termination and operational risk are calculated as described in Articles 9, 10, 11 and 14 to 17 of Delegated Regulation (EU) 2016/101 respectively.
For the market price uncertainty, close-out cost and model risk categories, which are subject to diversification benefit as set out in Articles 9(6), 10(7) and 11(7) of Delegated Regulation (EU) 2016/101, respectively, category level AVAs shall be, unless indicated otherwise, reported as the straight sum of the individual AVAs before diversification benefit [since diversification benefits calculated using method 1 or method 2 of the Annex of Delegated Regulation (EU) 2016/101 are reported in items 1.1.2, 1.1.2.1 and 1.1.2.2 of the template]. 
For the market uncertainty, close-out cost and model risk categories, amounts calculated under the expert-based approach as referred to in point (b) of Article 9(5), point (b) of Article 10(6) and Article 11(4) of Delegated Regulation (EU) 2016/101 shall be separately reported in columns 0020, 0040 and 0060.",1255
0010,"MARKET PRICE UNCERTAINTY
Article 105(10) CRR. 
Market price uncertainty AVAs calculated in accordance with Article 9 of Delegated Regulation (EU) 2016/101.",1256
0020,"OF WHICH: CALCULATED USING THE EXPERT-BASED APPROACH
Market price uncertainty AVAs calculated in accordance with point (b) of Article 9(5) of Delegated Regulation (EU) 2016/101.",1257
0030,"CLOSE-OUT COSTS
Article 105(10) CRR. 
Close-out costs AVAs calculated in accordance with Article 10 of Delegated Regulation (EU) 2016/101.",1258
0040,"OF WHICH: CALCULATED USING THE EXPERT-BASED APPROACH
Close-out costs AVAs calculated in accordance with point (b) of Article 10(6) of Delegated Regulation (EU) 2016/101.",1259
0050,"MODEL RISK
Article 105(10) CRR
Model risk AVAs calculated in accordance with Article 11 of Delegated Regulation (EU) 2016/101.",1260
0060,"OF WHICH: CALCULATED USING THE EXPERT BASED APPROACH
Model risk AVAs calculated in accordance with Article 11(4) of Delegated Regulation (EU) 2016/101.",1261
0070,"CONCENTRATED POSITIONS
Article 105(11) CRR
Concentrated positions AVAs calculated in accordance with Article 14 of Delegated Regulation (EU) 2016/101.",1262
0080,"FUTURE ADMINISTRATIVE COSTS
Article 105(10) CRR
Future administrative costs AVAs calculated in accordance with Article 15 of Delegated Regulation (EU) 2016/101.",1263
0090,"EARLY TERMINATION
Article 105(10) CRR
Early termination AVAs calculated in accordance with Article 16 of Delegated Regulation (EU) 2016/101.",1264
0100,"OPERATIONAL RISK
Article 105(10) CRR
Operational risk AVAs calculated in accordance with Article 17 of Delegated Regulation (EU) 2016/101.",1265
0110,"TOTAL AVA 
Row 0010: total AVA to be deducted from own funds in accordance with Articles 34 and 105 CRR and reported accordingly in row 0290 of C 01.00. The total AVA shall be the sum of rows 0030 and 0180. 
Row 0020: Share of the total AVA reported in row 0010 stemming from trading book positions (absolute value). 
Rows 0030 to 0160: Sum of columns 0010, 0030, 0050 and 0070 to 0100. 
Rows 0180 to 0210: Total AVA stemming from portfolios under the fall-back approach.",1266
0120,"UPSIDE UNCERTAINTY
Article 8(2) of Delegated Regulation (EU) 2016/101.
The upside uncertainty shall be calculated and aggregated on the same basis as the total AVA computed in column 0110, but substituting a 10% level of certainty for the 90% used when determining the total AVA.",1267
0130 -0140,"FAIR-VALUED ASSETS AND LIABILITIES
Absolute value of fair-valued assets and liabilities corresponding to the AVA amounts reported in rows 0010 to 0130 and row 0180. For some rows, in particular rows 0090 to 0130, these amounts may have to be approximated or allocated based on expert judgement. 
Row 0010: Total absolute value of fair-valued assets and liabilities included in the threshold computation of Article 4(1) of Delegated Regulation (EU) 2016/101. That includes the absolute value of fair-valued assets and liabilities for which AVAs are assessed to have zero value in accordance with Articles 9(2), 10(2) or 10(3) of Delegated Regulation (EU) 2016/101, which are also separately reported in rows 0070 and 0080. 
Row 0010 is the sum of row 0030 and row 0180. 
Row 0020: share of total absolute value of fair-valued assets and liabilities reported in row 0010 stemming from trading book positions (absolute value). 
Row 0030: Absolute value of fair-valued assets and liabilities corresponding to the portfolios referred to in Articles 9 to 17 of Delegated Regulation (EU) 2016/101. That includes the absolute value of fair-valued assets and liabilities for which AVAs are assessed to have zero value in accordance with Articles 9(2), 10(2) or 10(3) of Delegated Regulation (EU) 2016/101, which are also separately reported in rows 0070 and 0080. Row 0030 shall be the sum of rows 0090 to 0130.
Row 0050: Absolute value of fair-valued assets and liabilities included in the scope of the computation of unearned credit spread AVA. For the purpose of the computation of this AVA, exactly matching, offsetting fair-valued assets and liabilities, excluded from the threshold computation in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101, may not be considered exactly matching, offsetting anymore. 
Row 0060: Absolute value of fair-valued assets and liabilities included in the scope of the computation of investment and funding costs AVA. For the purpose of the computation of this AVA, exactly matching, offsetting fair-valued assets and liabilities, excluded from the threshold computation in accordance with Article 4(2) of Delegated Regulation (EU) 2016/101, may not be considered exactly matching, offsetting anymore. 
Row 0070: Absolute value of fair-valued assets and liabilities corresponding to the valuation exposures assessed to have zero AVA value referred to in Article 9(2) of Delegated Regulation (EU) 2016/101. 
Row 0080: Absolute value of fair-valued assets and liabilities corresponding to the valuation exposures assessed to have zero AVA value referred to in paragraphs 2 and 3 of Article 10 of Delegated Regulation (EU) 2016/101. 
Rows 0090 to 0130: Absolute value of fair-valued assets and liabilities allocated as set out below (see corresponding row instructions) in accordance with the following risk categories: interest rates, foreign exchange, credit, equities, commodities. That includes the absolute value of fair-valued assets and liabilities for which AVAs are assessed to have zero value in accordance with Articles 9(2), 10(2) or 10(3) of Delegated Regulation (EU) 2016/101, which are also separately reported in rows 0070 and 0080.
Row 0180: Absolute value of fair-valued assets and liabilities corresponding to the portfolios under the fall-back approach",1268
0130,"FAIR-VALUED ASSETS
Absolute value of fair-valued assets corresponding to the different rows as explained in the instructions on columns 0130-0140 above.",1269
0140,"FAIR-VALUED LIABILITIES
Absolute value of fair-valued liabilities corresponding to the different rows as explained in the instructions on columns 0130-0140 above.",1270
0150,"QTD REVENUE
The quarter-to-date revenues (‘QTD revenue’) since the last reporting date attributed to the fair valued assets and liabilities corresponding to the different rows as explained in the instructions on columns 0130-0140 above, where relevant allocated or approximated based on expert judgment.",1271
0160,"IPV DIFFERENCE
The sum across all positions and risk factors of unadjusted difference amounts (‘IPV difference’) calculated at the month end closest to the reporting date under the independent price verification process performed in accordance with Article 105(8) CRR, with respect to the best available independent data for the relevant position or risk factor. 
Unadjusted difference amounts refer to unadjusted differences between the trading system generated valuations and the valuations assessed during the monthly IPV process. 
No adjusted difference amounts in the books and records of the institution for the relevant month end date shall be included in the calculation of IPV difference.",1272
